2a03:2880:2130:cf05:face:b00c::1			attachments.facebook.com
2a00:1450:4002:802::1000			v23.lscache7.c.youtube.com
2a00:1450:4002:802::1000			v24.lscache1.c.youtube.com
2607:f8b0:4009:800::1001			v24.lscache2.c.youtube.com
2404:6800:4005:800::1008			v24.lscache3.c.youtube.com
2607:f8b0:400a:800::1003			v24.lscache4.c.youtube.com
2a00:1450:4002:803::1006			v24.lscache5.c.youtube.com
2607:f8b0:400a:800::1003			v24.lscache6.c.youtube.com
2607:f8b0:400a:800::1003			v24.lscache7.c.youtube.com
2607:f8b0:400c:c03::65			v24.lscache8.c.youtube.com
2a00:1450:4002:802::1000			v1.nonxt1.c.youtube.com
2607:f8b0:4004:800::1001			v1.nonxt2.c.youtube.com
2a00:1450:4002:802::1004			v1.nonxt3.c.youtube.com
2607:f8b0:400a:801::1008			v1.nonxt4.c.youtube.com
2607:f8b0:400a:801::1008			v1.nonxt5.c.youtube.com
2607:f8b0:400b:80b::100e			v1.nonxt6.c.youtube.com
2607:f8b0:400a:800::100e			v1.nonxt7.c.youtube.com
2a00:1450:4005:808::1006			v1.nonxt8.c.youtube.com
2607:f8b0:4009:800::1001			v2.nonxt1.c.youtube.com
2607:f8b0:400a:801::1004			v2.nonxt2.c.youtube.com
2a00:1450:4016:801::1003			v2.nonxt3.c.youtube.com
2607:f8b0:400a:801::1008			v2.nonxt4.c.youtube.com
2607:f8b0:400c:c03::66			v2.nonxt5.c.youtube.com
2a00:1450:4013:c01::66			v2.nonxt6.c.youtube.com
2607:f8b0:400a:801::1004			v2.nonxt7.c.youtube.com
2607:f8b0:4004:800::1001			v2.nonxt8.c.youtube.com
2a00:1450:4001:c02::8b			v5.nonxt1.c.youtube.com
2607:f8b0:400a:805::1008			v5.nonxt2.c.youtube.com
2607:f8b0:4004:800::1000			v5.nonxt3.c.youtube.com
2a00:1450:4017:801::1004			v5.nonxt4.c.youtube.com
2607:f8b0:400a:805::1002			v5.nonxt5.c.youtube.com
2a00:1450:4001:c02::66			v5.nonxt6.c.youtube.com
2607:f8b0:400b:80b::1008			v5.nonxt7.c.youtube.com
2607:f8b0:400a:801::1004			v5.nonxt8.c.youtube.com
2607:f8b0:400a:801::1004			v6.nonxt1.c.youtube.com
2a00:1450:4009:804::1005			v6.nonxt2.c.youtube.com
2607:f8b0:400a:801::1004			v6.nonxt3.c.youtube.com
2a00:1450:4013:c00::71			v6.nonxt4.c.youtube.com
2607:f8b0:400a:801::100e			v6.nonxt5.c.youtube.com
2a00:1450:4001:c02::65			v6.nonxt6.c.youtube.com
2a00:1450:4013:c00::64			v6.nonxt7.c.youtube.com
2607:f8b0:4009:800::1001			v6.nonxt8.c.youtube.com
2a00:1450:4002:802::1008			v7.nonxt1.c.youtube.com
2607:f8b0:4009:800::1001			v7.nonxt2.c.youtube.com
2a00:1450:4002:802::1000			v7.nonxt3.c.youtube.com
2607:f8b0:400a:801::1008			v7.nonxt4.c.youtube.com
2a00:1450:4013:c00::8b			v7.nonxt5.c.youtube.com
2a00:1450:4002:802::1008			v7.nonxt6.c.youtube.com
2607:f8b0:400a:801::100e			v7.nonxt7.c.youtube.com
2607:f8b0:4004:800::1004			v7.nonxt8.c.youtube.com
2a00:1450:4002:802::1000			v8.nonxt1.c.youtube.com
2a00:1450:4009:804::1006			v8.nonxt2.c.youtube.com
2a00:1450:4016:801::1003			v8.nonxt3.c.youtube.com
2607:f8b0:400a:801::1008			v8.nonxt4.c.youtube.com
2607:f8b0:400a:800::100e			v8.nonxt5.c.youtube.com
2607:f8b0:4009:800::1001			v8.nonxt6.c.youtube.com
