00:03:31.332	0.089	326	(169)	GET	(Cache)	text/x-cross-domain-policy (NS_ERROR_FAILURE)	https://r6---sn-a8au-naje.googlevideo.com/crossdomain.xml
00:03:31.338	1.210	347	203	GET	204	text/html	https://r6---sn-a8au-naje.googlevideo.com/generate_204
00:03:32.225	0.017	374	(169)	GET	(Cache)	text/x-cross-domain-policy	https://r6---sn-a8au-naje.googlevideo.com/crossdomain.xml
00:03:32.242	0.579	973	0	GET	(Aborted)	NS_BINDING_ABORTED	https://r6---sn-a8au-naje.googlevideo.com/videoplayback?c=web&clen=3591213&cpn=bORQpat1yAmD6vEc&cver=as3&dur=223.654&expire=1403636400&fexp=902534%2C927625%2C930008%2C934030%2C949401&gir=yes&id=o-AN5EkWQTJS3jtvvJL_2g5veZjGphd011Z0gU02HymksZ&ip=2001%3Ada8%3A207%3Ae134%3A27%3Aa277%3A7d3f%3A5e64&ipbits=0&itag=140&keepalive=yes&key=yt5&lmt=1403289130561292&ms=au&mt=1403611501&mv=u&mws=yes&range=0-241663&ratebypass=yes&requiressl=yes&signature=4A43EB36B282B8589E8BCA3D0E9921947F5A92A4.81240977FE8D2AEB14559F330444EEC2F70ED716&source=youtube&sparams=clen%2Cdur%2Cgir%2Cid%2Cip%2Cipbits%2Citag%2Clmt%2Crequiressl%2Csource%2Cupn%2Cexpire&sver=3&upn=DyEqjDfp1lU
00:03:32.259	0.562	975	0	GET	(Aborted)	NS_BINDING_ABORTED	https://r6---sn-a8au-naje.googlevideo.com/videoplayback?c=web&clen=11409485&cpn=bORQpat1yAmD6vEc&cver=as3&dur=223.590&expire=1403636400&fexp=902534%2C927625%2C930008%2C934030%2C949401&gir=yes&id=o-AN5EkWQTJS3jtvvJL_2g5veZjGphd011Z0gU02HymksZ&ip=2001%3Ada8%3A207%3Ae134%3A27%3Aa277%3A7d3f%3A5e64&ipbits=0&itag=134&keepalive=yes&key=yt5&lmt=1403289134584943&ms=au&mt=1403611501&mv=u&mws=yes&range=0-1134591&ratebypass=yes&requiressl=yes&signature=F13B536A3E3A619C1C2626B791AE1D2917E0C19B.D37F0C12A9BA62A7F99DFE44EA13FFA22A68BD3F&source=youtube&sparams=clen%2Cdur%2Cgir%2Cid%2Cip%2Cipbits%2Citag%2Clmt%2Crequiressl%2Csource%2Cupn%2Cexpire&sver=3&upn=DyEqjDfp1lU
00:03:36.493	0.243	326	(169)	GET	(Cache)	text/x-cross-domain-policy (NS_ERROR_FAILURE)	https://r4---sn-a8au-naje.googlevideo.com/crossdomain.xml
00:03:36.503	0.853	347	203	GET	204	text/html	https://r4---sn-a8au-naje.googlevideo.com/generate_204
00:03:37.084	0.062	326	(169)	GET	(Cache)	text/x-cross-domain-policy (NS_ERROR_FAILURE)	https://r8---sn-a8au-naje.googlevideo.com/crossdomain.xml
00:03:37.090	1.027	347	203	GET	204	text/html	https://r8---sn-a8au-naje.googlevideo.com/generate_204
00:03:37.213	0.077	374	(169)	GET	(Cache)	text/x-cross-domain-policy	https://r4---sn-a8au-naje.googlevideo.com/crossdomain.xml
00:03:37.291	0.295	986	0	GET	(Aborted)	NS_BINDING_ABORTED	https://r4---sn-a8au-naje.googlevideo.com/videoplayback?c=web&clen=4965556&cpn=AeZa5Qz7a6KowEGq&cver=as3&dur=309.265&expire=1403636400&fexp=902534%2C927625%2C930008%2C934030%2C949401&gcr=cn&gir=yes&id=o-AE4rDNgQmQe3aR9j_GcCkQKBDfIKQdlUro2nj3cC5WLH&ip=2001%3Ada8%3A207%3Ae134%3A27%3Aa277%3A7d3f%3A5e64&ipbits=0&itag=140&keepalive=yes&key=yt5&lmt=1398393714439987&ms=au&mt=1403611501&mv=u&mws=yes&range=0-241663&ratebypass=yes&requiressl=yes&signature=A02AEADE6BFB6FEBB3BB00F888F9F2456CDE2E13.39A60ABA8F04C35D1522D3F8457A69221F830685&source=youtube&sparams=clen%2Cdur%2Cgcr%2Cgir%2Cid%2Cip%2Cipbits%2Citag%2Clmt%2Crequiressl%2Csource%2Cupn%2Cexpire&sver=3&upn=W8fF-8CTTBk
00:03:37.325	0.262	987	0	GET	(Aborted)	NS_BINDING_ABORTED	https://r4---sn-a8au-naje.googlevideo.com/videoplayback?c=web&clen=10882785&cpn=AeZa5Qz7a6KowEGq&cver=as3&dur=309.177&expire=1403636400&fexp=902534%2C927625%2C930008%2C934030%2C949401&gcr=cn&gir=yes&id=o-AE4rDNgQmQe3aR9j_GcCkQKBDfIKQdlUro2nj3cC5WLH&ip=2001%3Ada8%3A207%3Ae134%3A27%3Aa277%3A7d3f%3A5e64&ipbits=0&itag=134&keepalive=yes&key=yt5&lmt=1398393867763903&ms=au&mt=1403611501&mv=u&mws=yes&range=0-851967&ratebypass=yes&requiressl=yes&signature=2C3E423937B626A9E7B96D72DD660C0847B359EF.F17FB254556A5F1A67E5B5681F3FBF2AA498E753&source=youtube&sparams=clen%2Cdur%2Cgcr%2Cgir%2Cid%2Cip%2Cipbits%2Citag%2Clmt%2Crequiressl%2Csource%2Cupn%2Cexpire&sver=3&upn=W8fF-8CTTBk
00:03:38.049	0.294	374	(169)	GET	(Cache)	text/x-cross-domain-policy	https://r8---sn-a8au-naje.googlevideo.com/crossdomain.xml
00:03:38.438	0.351	986	0	GET	(Aborted)	NS_BINDING_ABORTED	https://r8---sn-a8au-naje.googlevideo.com/videoplayback?c=web&clen=3369721&cpn=jfPCmzjxVbtJh3EU&cver=as3&dur=209.861&expire=1403636400&fexp=902534%2C927625%2C930008%2C934030%2C949401&gcr=cn&gir=yes&id=o-AIgTBqVcDqj_vYpicn94ph41C4XyOyhzki7L8fBJFvdC&ip=2001%3Ada8%3A207%3Ae134%3A27%3Aa277%3A7d3f%3A5e64&ipbits=0&itag=140&keepalive=yes&key=yt5&lmt=1399521260453204&ms=au&mt=1403611501&mv=u&mws=yes&range=0-241663&ratebypass=yes&requiressl=yes&signature=5CB639DC790DAC63F0990149B7D793DCA1A90CC6.8ECBEADEF4A77A9952C41454EBC7E1F63343A2C5&source=youtube&sparams=clen%2Cdur%2Cgcr%2Cgir%2Cid%2Cip%2Cipbits%2Citag%2Clmt%2Crequiressl%2Csource%2Cupn%2Cexpire&sver=3&upn=WCKfJklwHuw
00:03:38.447	0.343	986	0	GET	(Aborted)	NS_BINDING_ABORTED	https://r8---sn-a8au-naje.googlevideo.com/videoplayback?c=web&clen=5920654&cpn=jfPCmzjxVbtJh3EU&cver=as3&dur=209.761&expire=1403636400&fexp=902534%2C927625%2C930008%2C934030%2C949401&gcr=cn&gir=yes&id=o-AIgTBqVcDqj_vYpicn94ph41C4XyOyhzki7L8fBJFvdC&ip=2001%3Ada8%3A207%3Ae134%3A27%3Aa277%3A7d3f%3A5e64&ipbits=0&itag=134&keepalive=yes&key=yt5&lmt=1399521267249568&ms=au&mt=1403611501&mv=u&mws=yes&range=0-753663&ratebypass=yes&requiressl=yes&signature=7A15BB3F8EFD8B86EC68C6154084B7B2EA0095F3.383E1F3CA41F9634B6C6EC3928344E53F8FF95DC&source=youtube&sparams=clen%2Cdur%2Cgcr%2Cgir%2Cid%2Cip%2Cipbits%2Citag%2Clmt%2Crequiressl%2Csource%2Cupn%2Cexpire&sver=3&upn=WCKfJklwHuw
00:03:44.270	0.942	390	439	GET	200	text/x-cross-domain-policy (NS_ERROR_FAILURE)	https://r3---sn-a8au-naje.googlevideo.com/crossdomain.xml
00:03:44.275	1.032	387	203	GET	204	text/html	https://r3---sn-a8au-naje.googlevideo.com/generate_204
00:03:44.989	0.689	374	0	GET	(Aborted)	NS_BINDING_ABORTED	https://r3---sn-a8au-naje.googlevideo.com/crossdomain.xml
00:03:46.675	0.237	366	(169)	GET	(Cache)	text/x-cross-domain-policy (NS_ERROR_FAILURE)	https://r1---sn-a8au-naje.googlevideo.com/crossdomain.xml
00:03:46.682	0.752	387	203	GET	204	text/html	https://r1---sn-a8au-naje.googlevideo.com/generate_204
00:03:46.796	0.362	390	439	GET	200	text/x-cross-domain-policy (NS_ERROR_FAILURE)	https://r3---sn-a8au-naje.googlevideo.com/crossdomain.xml
00:03:46.803	0.287	387	203	GET	204	text/html	https://r3---sn-a8au-naje.googlevideo.com/generate_204
00:03:47.379	0.093	366	(169)	GET	(Cache)	text/x-cross-domain-policy (NS_ERROR_FAILURE)	https://r2---sn-a8au-naje.googlevideo.com/crossdomain.xml
00:03:47.385	1.027	387	203	GET	204	text/html	https://r2---sn-a8au-naje.googlevideo.com/generate_204
00:03:47.780	0.154	374	(169)	GET	(Cache)	text/x-cross-domain-policy	https://r1---sn-a8au-naje.googlevideo.com/crossdomain.xml
00:03:47.948	1.222	996	229671	GET	200	application/octet-stream	https://r1---sn-a8au-naje.googlevideo.com/videoplayback?c=web&clen=1202490&cpn=3j-oXLDKCR-YNcQ_&cver=as3&dur=74.860&expire=1403636400&fexp=902534%2C927625%2C930008%2C934030%2C949401&gir=yes&id=o-AEsX0ZwyN5CxmbPQbA49Qlb5Oio-mOudly-9TGtcfsDe&ip=2001%3Ada8%3A207%3Ae134%3A27%3Aa277%3A7d3f%3A5e64&ipbits=0&itag=140&keepalive=yes&key=yt5&lmt=1403181391138868&ms=au&mt=1403611501&mv=u&mws=yes&range=0-241663&ratebypass=yes&requiressl=yes&signature=30DF311B7B4B7C5485E2B8A069042E148811EEA5.66ADE71C85CBA433A1E3C2C3E137ABB5EC46253C&source=youtube&sparams=clen%2Cdur%2Cgir%2Cid%2Cip%2Cipbits%2Citag%2Clmt%2Crequiressl%2Csource%2Cupn%2Cexpire&sver=3&upn=WDaKlt6x_7o
00:03:47.962	2.136	996	573735	GET	200	application/octet-stream	https://r1---sn-a8au-naje.googlevideo.com/videoplayback?c=web&clen=3483543&cpn=3j-oXLDKCR-YNcQ_&cver=as3&dur=74.776&expire=1403636400&fexp=902534%2C927625%2C930008%2C934030%2C949401&gir=yes&id=o-AEsX0ZwyN5CxmbPQbA49Qlb5Oio-mOudly-9TGtcfsDe&ip=2001%3Ada8%3A207%3Ae134%3A27%3Aa277%3A7d3f%3A5e64&ipbits=0&itag=134&keepalive=yes&key=yt5&lmt=1403181410931011&ms=au&mt=1403611501&mv=u&mws=yes&range=0-864255&ratebypass=yes&requiressl=yes&signature=9BC89E90F520016CE6D200927D32FAD5CED74F9B.1C5AD3FEA702AFB7087E76B599904BDBD150298D&source=youtube&sparams=clen%2Cdur%2Cgir%2Cid%2Cip%2Cipbits%2Citag%2Clmt%2Crequiressl%2Csource%2Cupn%2Cexpire&sver=3&upn=WDaKlt6x_7o
00:03:48.276	0.522	398	439	GET	200	text/x-cross-domain-policy	https://r3---sn-a8au-naje.googlevideo.com/crossdomain.xml
00:03:48.805	1.300	997	213287	GET	200	application/octet-stream	https://r3---sn-a8au-naje.googlevideo.com/videoplayback?c=web&clen=2640641&cpn=E7A86ZN9NLQ8k-fF&cver=as3&dur=164.443&expire=1403636400&fexp=902534%2C927625%2C930008%2C934030%2C949401&gir=yes&id=o-AAnhhUuMASnEoZnl-fb6mWwFzPPq-MhVpDqDkVmOqQ8I&ip=2001%3Ada8%3A207%3Ae134%3A27%3Aa277%3A7d3f%3A5e64&ipbits=0&itag=140&keepalive=yes&key=yt5&lmt=1402921130745733&ms=au&mt=1403611501&mv=u&mws=yes&range=0-241663&ratebypass=yes&requiressl=yes&signature=57F9785076BC227D699D0CA14D307A31DDCE2CA5.A7B14A171163D372BD4419C7F2E6E364E836C4F1&source=youtube&sparams=clen%2Cdur%2Cgir%2Cid%2Cip%2Cipbits%2Citag%2Clmt%2Crequiressl%2Csource%2Cupn%2Cexpire&sver=3&upn=YbgtLQdpIbQ
